"","Year","detailed_source","Source","text","clean_text"
"143",2017,"academic_research","academic","Employee communication, job engagement, and organizational commitment: A study of members of the Millennial Generation The purpose of this study was to explore the relationship between job engagement and two key components of employee-organization relationships (EOR). Findings from a survey of members of the Millennial Generation (N = 539) in the United States indicate that job engagement mediates the relationship between employee communication and organizational commitment. It is concluded that when employees are engaged in their work, their commitment to the organization is strengthened and the likelihood of them leaving the organization decreases. Furthermore, an argument is made in light of the study’s findings that engagement and commitment work in concert to strengthen EORs overall. To foster engagement, organizations should remove obstacles to internal information flow and provide ongoing feedback to employees about individual and organizational issues.","employee communication job engagement organizational commitment members millennial generation purpose relationship job engagement components employeeorganization relationships eor survey members millennial generation n = united states job engagement mediates relationship employee communication organizational commitment concluded employees engaged work commitment organization strengthened likelihood leaving organization decreases furthermore argument made light s engagement commitment work concert strengthen eors overall foster engagement organizations remove obstacles internal information flow ongoing feedback employees individual organizational issues"
"144",2017,"academic_research","academic","Dialogues with entrepreneurs in China: How start-up companies cultivate relationships with strategic publics This qualitative study examined relationship cultivation and public relations practices in start-up companies in Mainland China. Findings from 28 in-depth interviews with entrepreneurs in China1 suggest that employees and customers are the most important strategic publics for start-ups, followed by investors, the media, and the government. Symmetrical relationship cultivation strategies suggested in previous literature apply to the start-up context in China with specific variations. New strategies such as vision and value communication, empowerment, authentic communication, and proactive reporting were identified for start-ups to build quality relationships with various strategic publics. Compared with large established corporations, start-ups have unique public relations purposes, needs, and scope of practice. Theoretical and practical implications are discussed.","dialogues entrepreneurs china start companies cultivate relationships strategic publics qualitative relationship cultivation practices start companies mainland china depth interviews entrepreneurs employees customers important strategic publics startups followed investors media government symmetrical relationship cultivation strategies suggested previous apply start context china variations new strategies vision value communication empowerment authentic communication proactive reporting identified startups build quality relationships strategic publics compared large established corporations startups unique purposes needs scope practice practical"
"145",2017,"academic_research","academic","Exploring trust and distrust as conceptually and empirically distinct constructs: Association with symmetrical communication and public engagement across four pairings of trust and distrust Existing relationship research has interpreted low trust as being equivalent to high distrust and high trust as the evidence of low distrust, which has failed to capture the full scope of the functions of trust and distrust in organization–public relationships. Recent research in this area suggests that trust and distrust might simultaneously exist during relational interactions and might play uniquely positive and negative functions in certain social contexts. The main purpose of this study was to offer a new insight in trust–distrust research by providing distinctions in conceptualization and operationalization between trust and distrust. This study also empirically tested the functions of four pairings of trust and distrust on two core public relations concepts (i.e., symmetrical communication and public engagement). The results from the surveys (N = 704; in 20 companies) of US consumers showed sound discriminant validity of trust and distrust. Further, the statistical results revealed that symmetrical communication and public engagement were most strongly associated with the high trust and high distrust pairing, supporting the utilities of distrust in public relations and the coexistence of trust and distrust in social interactions.","trust distrust conceptually empirically distinct constructs association symmetrical communication public engagement pairings trust distrust existing relationship interpreted low trust equivalent high distrust high trust evidence low distrust failed capture full scope functions trust distrust organizationpublic relationships recent area trust distrust might simultaneously exist relational interactions might play uniquely positive negative functions certain social contexts main purpose new insight trustdistrust providing distinctions conceptualization operationalization trust distrust empirically tested functions pairings trust distrust core concepts e symmetrical communication public engagement surveys n = companies us consumers sound discriminant validity trust distrust statistical symmetrical communication public engagement strongly associated high trust high distrust pairing supporting utilities distrust coexistence trust distrust social interactions"
"146",2017,"academic_research","academic","Editor’s essay: Relationship matters The notion that public relations is really about relationships dates back to one of the earliest textbooks in our field, when Cutlip and Center (1952) offered “the term, public relations, to describe the principles and practice of communications employed to build good relationships with the public” (p. 5, italics original). The centrality of “relationships” remains in the latest edition of Cutlip and Center’s Effective Public Relations, in which public relations is defined as “the management function that establishes and maintains mutually beneficial relationships between an organization and the publics on whom its success or failure depends” (Broom & Sha, 2013, p. 2). Yet, not until Ferguson (1984) called for public relations researchers to put more effort into studying “relationships” did this concept begin to get serious scholarly attention. Today, “relationship management” is identified as a key area of scholarship in public relations (Sallot, Lyon, Acosta-Alzuru, & Jones, 2003), with researchers examining strategies for maintaining relationships, antecedents to relationships, and relationship outcomes, in numerous journal articles, book chapters, and edited texts. For some examples, see Broom, Casey, and Ritchey (1997); Bruning (2001); Ledingham and Bruning (2001); Ki, Kim, and Ledingham (2015); Hon and J. Grunig (1999); Huang (2001); Hung (2005); Ki and Hon (2007, 2009); Pressgrove and McKeever (2016); and Sweetser and Kelleher (2016). Despite the plethora of current scholarship on “relationships,” a key tension that remains unresolved in public relations research on relationships between organizations and their publics is that scholars often apply to these meso-level connections concepts and measurements designed for micro-level connections, i.e., interpersonal relationships (e.g., Stafford & Canary, 1991). Can relationships between organizations and publics be fully explained by theories about relationships between people? What exactly constitutes a “relationship”? Can a relationship exist without intentionality on the part of one party or the other? (For example, can an activist public have a “relationship” with an organization that wants nothing to do with it, much like a stalker’s “relationship” with his or her target?) Who authors intentionality in organization-public relationships? Do relationships with publics originate with organizational leadership, the public relations function, or a group of rogue employees? What if one part of an organization desires a relationship while another part of that same organization does not? Can organization-public relationships even be truly “managed” if the public relations function controls neither the publics nor the organization’s dominant coalition? I encourage our scholarly community to think critically about questions such as these, to consider the compositions of the complex entities involved in organization-public relationships, and—indeed—to problematize the very notion of “relationships” in public relations. As a maturing discipline, we now must move beyond the wholesale importing of interpersonal relationship theories and their simple application to organization-public relationships; such is the next frontier in public relations scholarship in the relationship management paradigm. Exploring public relations challenges in a compounding crisis: The pariah effect of toxic trailers This article by Shari R. Veil and Kathryn E. Anthony enhances public relations theory by offering “compounding crisis” as a crisis type that the authors carefully differentiate from the concepts “cascading crisis” (cf. Veil & Husted, 2012) and “double crisis” (cf. Johansen & Frandsen, 2007). The study also contributes to public relations theory by identifying and labeling a “pariah effect” that affects organizations’ willingness to associate (or to risk being perceived as associating) with a specific organization in crisis. Methodologically, the study offers an example of inductive analytic method, in which findings “emerged” from the case analysis. The authors used case evidence from interviews, government reports, Congressional testimony, and news articles to identify six themes reflecting challenges faced by the organization, as well as two meta-themes that encapsulate the study’s key implications. The key result of this research is evidence for the authors’ proposition that, “in a compounding crisis, organizational legitimacy and social capital decrease while stakeholder risk perceptions and attribution of crisis responsibility increase” (p. 145). Furthermore, the study reifies the importance of organizational action, in addition to organizational communication, in public relations (cf. Broom & Sha, 2013). When the relationships fail: A microperspective on consumer responses to service failure Examining service failure as a distinct type of organizational crisis, Zongchao Cathy Li and Don Stacks consider how dissatisfied consumers may become activist “micro-publics,” answering the call from Bardhan (2011) and others to consider how an individual-level phenomenon may build eventually into societal-level concerns (cf. Ihlen & van Ruler, 2009; Toth, 2000). The study applies the exit-voice-revenge framework (see Huefner & Hunt, 2000; Huefner et al., 2002) to a public relations problem, with one key finding being the apparent blurring of these response categories in the social media age. Given the current social media environment in which organizations must operate, this article thus offers a valuable distinction between online and offline revenge behaviors. In addition, the authors offer a detailed explanation of both their procedures for structural equation modeling (SEM) and their SEM analysis decisions. This article demonstrates the appropriate use of SEM to test relationships among concepts, and the authors model a thoughtful discussion of possible reasons for SEM results of nonsignificance (e.g., lack of statistical power, poor operationalization). Such scholarly reflection is valuable not only to readers of this journal, but also to members of the broader academic community, as we all strive to raise the caliber of academic research in general. Motivation with misinformation: conceptualizing lacuna individuals and publics as knowledge-deficient, issue-negative activists The study by Arunima Krishna moves forward public relations theories on the activation of organizational publics by examining a specific type of individual activist, someone who lacks (scientifically accurate) knowledge about an issue, and yet feels both negatively about that issue and strongly motivated to do something about it. The article advances our theoretical understanding of activist publics, and the incorporation of the data-information-knowledge-wisdom framework (DIWK; see Ackoff, 1989) from information sciences demonstrates the theoretical power of incorporating concepts from fields outside public relations. Methodologically, the author’s use of the summation method, as well as her thorough description of its execution, helps facilitate future scholarship using the situational theory of problem solving (STOPS) and the situational theory of publics (STP), as most research on the latter originally employed canonical correlation to identify publics arising around issues in a specific situation set (see, for example, historical work cited in J. Grunig, 1997). Furthermore, the disaggregated analysis of results related to constraint recognition, as explained on page 187, suggests that future research into this construct would be very interesting both theoretically and operationally.","editors essay relationship matters notion really relationships dates back earliest textbooks field cutlip center offered term describe principles practice communications employed build good relationships public p italics original centrality relationships remains latest edition cutlip centers effective defined management function establishes maintains mutually beneficial relationships organization publics success failure depends broom sha p yet ferguson called researchers put effort studying relationships concept begin get serious scholarly attention today relationship management identified area scholarship sallot lyon acostaalzuru jones researchers strategies maintaining relationships antecedents relationships relationship outcomes numerous journal book chapters edited texts examples see broom casey ritchey bruning ledingham bruning ki kim ledingham hon j grunig huang hung ki hon pressgrove mckeever sweetser kelleher despite plethora current scholarship relationships tension remains unresolved relationships organizations publics scholars apply mesolevel connections concepts measurements designed microlevel connections e interpersonal relationships eg stafford canary relationships organizations publics fully explained relationships people exactly constitutes relationship relationship exist without intentionality party example activist public relationship organization wants nothing much like stalkers relationship target intentionality organizationpublic relationships relationships publics originate organizational leadership function group rogue employees organization desires relationship another organization organizationpublic relationships truly managed function controls neither publics organizations dominant coalition encourage scholarly community think critically questions consider compositions complex entities involved organizationpublic relationships indeed problematize notion relationships maturing discipline now must move beyond wholesale importing interpersonal relationship simple application organizationpublic relationships next frontier scholarship relationship management paradigm challenges compounding crisis pariah effect toxic trailers shari r veil kathryn e anthony enhances offering compounding crisis crisis carefully differentiate concepts cascading crisis cf veil husted double crisis cf johansen frandsen contributes identifying labeling pariah effect affects organizations willingness associate risk perceived associating organization crisis methodologically example inductive analytic method emerged case used case evidence interviews government reports congressional testimony news identify six themes reflecting challenges faced organization metathemes encapsulate s result evidence proposition compounding crisis organizational legitimacy social capital decrease stakeholder risk perceptions attribution crisis responsibility increase p furthermore reifies importance organizational action addition organizational communication cf broom sha relationships fail microperspective consumer responses service failure service failure distinct organizational crisis zongchao cathy li don stacks consider dissatisfied consumers become activist micropublics answering call bardhan others consider individuallevel phenomenon build eventually societallevel concerns cf ihlen van ruler toth applies exitvoicerevenge framework see huefner hunt huefner et al problem finding apparent blurring response categories social media age given current social media environment organizations must operate thus valuable distinction online offline revenge behaviors addition detailed explanation procedures structural equation modeling sem sem decisions demonstrates appropriate use sem test relationships concepts thoughtful discussion possible reasons sem nonsignificance eg lack statistical power poor operationalization scholarly reflection valuable readers journal members broader academic community strive raise caliber academic general motivation misinformation conceptualizing lacuna individuals publics knowledgedeficient issuenegative activists arunima krishna moves forward activation organizational publics individual activist someone lacks scientifically accurate knowledge issue yet feels negatively issue strongly motivated something advances activist publics incorporation datainformationknowledgewisdom framework diwk see ackoff information sciences demonstrates power incorporating concepts fields outside methodologically authors use summation method thorough description execution helps facilitate future scholarship using situational problem solving stops situational publics stp latter originally employed canonical correlation identify publics arising around issues situation set see example historical work cited j grunig furthermore disaggregated constraint recognition explained page future construct interesting theoretically operationally"
"147",2017,"academic_research","academic","Exploring public relations challenges in compounding crises: The pariah effect of toxic trailers This study examined the distinct exigency of a compounding crisis, a crisis that occurs in close succession to another (potentially unrelated) crisis before an organization has had the opportunity to rebuild legitimacy. Specifically, we identified the public relations challenges faced by the US Federal Emergency Management Agency during the formaldehyde travel trailer crisis and examined how the Hurricane Katrina crisis encumbered the agency’s response efforts. We offer a theoretical frame for understanding the public relations challenges inherent in compounding crises and propose that, in a compounding crisis, organizational legitimacy and social capital decrease while stakeholder risk perceptions and attribution of crisis responsibility increase. A new phenomenon termed the pariah effect is offered to explain when an organization experiencing a compounding crisis is ostracized by other organizations that could assist with the crisis response to avoid negative spillover effects that could result from associating with the offending organization. This study also demonstrates how attribution of responsibility in a compounding crisis can create an exigency in which an organization must take actions beyond the scope and original mission of the organization.","challenges compounding crises pariah effect toxic trailers distinct exigency compounding crisis crisis occurs close succession another potentially unrelated crisis organization opportunity rebuild legitimacy identified challenges faced us federal emergency management agency formaldehyde travel trailer crisis hurricane katrina crisis encumbered agencys response efforts frame challenges inherent compounding crises propose compounding crisis organizational legitimacy social capital decrease stakeholder risk perceptions attribution crisis responsibility increase new phenomenon termed pariah effect offered explain organization experiencing compounding crisis ostracized organizations assist crisis response avoid negative spillover effects result associating offending organization demonstrates attribution responsibility compounding crisis create exigency organization must take actions beyond scope original mission organization"
"148",2017,"academic_research","academic","When the relationships fail: A microperspective on consumer responses to service failure This article investigated the consumer response mechanism in a service failure context. A service failure response model was introduced that incorporated emotive antecedents, a mediation process, and 4 behavioral outcomes. Data were collected via an online survey (N = 371) and further analyzed using the structural equation modeling approach. The results confirmed the service failure response model: Anger and dissatisfaction were emotive antecedents that lead to consumers’ exit, voice, and revenge responses. This process was mediated by desire for avoidance and desire for revenge.","relationships fail microperspective consumer responses service failure investigated consumer response mechanism service failure context service failure response introduced incorporated emotive antecedents mediation process behavioral outcomes data collected via online survey n = analyzed using structural equation modeling confirmed service failure response anger dissatisfaction emotive antecedents lead consumers exit voice revenge responses process mediated desire avoidance desire revenge"
"149",2017,"academic_research","academic","Motivation with misinformation: Conceptualizing lacuna individuals and publics as knowledge-deficient, issue-negative activists As fake news continues to abound on the Internet, the need for theorizing on the impact of misinformation on individuals’ perceptions of various social issues is dire. Using the issue of vaccine negativity in the United States, this study proposes the idea of lacuna individuals as issue-specific active publics holding negative attitudes and having deficient issue-specific knowledge. Results reveal that knowledge-deficient, vaccine-negative individuals display higher levels of perceptions, motivations, and active communication behaviors about vaccines. Results, therefore, support the conceptualization of lacuna individuals, and publics, as knowledge-deficient activists holding high levels of negative attitudes.","motivation misinformation conceptualizing lacuna individuals publics knowledgedeficient issuenegative activists fake news continues abound internet need theorizing impact misinformation individuals perceptions social issues dire using issue vaccine negativity united states proposes idea lacuna individuals issue active publics holding negative attitudes deficient issue knowledge reveal knowledgedeficient vaccinenegative individuals display higher levels perceptions motivations active communication behaviors vaccines therefore support conceptualization lacuna individuals publics knowledgedeficient activists holding high levels negative attitudes"
"150",2017,"academic_research","academic","Editor’s Essay: Political Tolerance Versus Tolerant Politics To be honest, I worry a lot about public relations, and I worry a lot about politics. And frankly, editing this special issue on political public relations has done little to assuage my worries. Let me explain. The Merriam-Webster dictionary (2017) offers one definition of politics as “competition between competing interest groups or individuals for power and leadership” (n.p.). The implication of this definition is that politics is a zero-sum game, wherein one party wins at the expense of the other party. In perhaps the most obvious example, only one winner can emerge in any electoral contest; the other candidates are by definition losers. Strömbäck and Kiousis (2011) have defined political public relations as: the management process by which an organization or individual for political purposes, through purposeful communication and action, seeks to influence and to establish, build, and maintain beneficial relationships and reputations with its key publics to help support its mission and achieve its goals. (p. 8; emphasis added) The politics of public relations What troubles me about both of these definitions (however realistic and pragmatic they may be) is that neither supports the (perhaps idealized) notion of public relations as being inherently symmetrical in nature (cf. J. Grunig, 1992), seeking to build mutually beneficial relationships (cf. Broom & Sha, 2013; Cutlip & Center, 1952), in a “win-win zone” (cf. Dozier, Grunig, & Grunig, 1995). What worries me about political public relations, then, is the question of whose mission and whose goals will be served by our efforts. Historically, we know that Edward Bernays (1965) ran a successful campaign to encourage women to smoke cigarettes (seen in the 1930s as an assertion of feminist independence, not an invitation to lung cancer). With help from Atlanta publicists Edward Young Clarke and Elizabeth Tyler, membership in the White supremacist Ku Klux Klan went from “only a few thousand” in 1920 to “nearly 100,000” just one year later (Baudouin, 2011, p. 17). At the time of his death in 1934, public relations pioneer Ivy Ledbetter Lee was under fire for his connections to a German company affiliated with the Nazi government (Hiebert, 1966). More recently, the efforts of public relations firm Hill & Knowlton on behalf of Citizens for a Free Kuwait led to US Congressional support for the Persian Gulf War (Lee, 1990). As these examples show, the historical record of our discipline demonstrates that what we now call political public relations has long (if not always) been part of our profession, despite the contemporary, idealized definition of public relations. Indeed, Guth and Marsh (2003) noted that “some historians believe that the development of public relations is a direct result of Western civilization’s first true democracy: the city-state of Athens led by Pericles from 461 to 429 B.C.” (p. 57). Although the definitive resource on public relations history remains Cutlip (1994, 1995), the history chapters of textbooks in our field typically trace the development of public relations-like activities from ancient democracies and the growth of the Roman Catholic Church (which functioned in many respects as its own nation-state) through the American Revolution and subsequent Civil War. (For examples, see chapter 2 in Grunig & Hunt, 1984; chapter 3 in Guth & Marsh, 2003; chapter 4 in Broom & Sha, 2013; chapter 2 in Wilcox, Cameron, & Reber, 2015). In short, the history of public relations has always been political. The marketplace of ideas Several textbooks also note the connection between public relations (historical or current; political or otherwise) and rhetorical traditions, which include public communications designed specifically to persuade (for examples, see chapter 4 in Crable & Vibbert, 1986; chapter 1 in Heath & Coombs, 2006). Along these lines, some have argued that all parties deserve public relations advocacy in the court of public opinion, much like all defendants deserve representation in the court of law (e.g., Fitzpatrick, 2006; see also Heath, 2000). The Public Relations Society of America specifically stated that practitioners “serve the public interest by acting as responsible advocates for those we represent … [and] provide a voice in the marketplace of ideas, facts, and viewpoints to aid informed public debate” (Public Relations Society of America, 2017). Yet, if public relations is truly about both actions and words (e.g., The Page Principles, 2017), an ethical and professional public relations counselor would not only help the client determine what to say, but also recommend corrective actions internal to the organization. Nevertheless, this only works in cases where the mission of the organization is amenable to change. In cases where the very existence of the organization depends on its mission, that mission may always be conserved or maintained (Sha, 2004). For example, no amount of public relations counsel regarding organizational words and actions is likely to result in a prochoice or a prolife organization yielding ground on its fundamental purpose to defend its respective position. How, then, might public relations professionals determine which ideas in the marketplace merit defending more or less than other ideas? The paradox of tolerance I believe that one answer to this challenging question lies in Popper’s (1945) Paradox of Tolerance: Unlimited tolerance must lead to the disappearance of tolerance. If we extend unlimited tolerance even to those who are intolerant, if we are not prepared to defend a tolerant society against the onslaught of the intolerant, then the tolerant will be destroyed, and tolerance with them. … We should therefore claim, in the name of tolerance, the right not to tolerate the intolerant. We should claim that any movement preaching intolerance places itself outside the law, and we should consider incitement to intolerance and persecution as criminal, in the same way as we should consider incitement to murder, or to kidnapping, or to the revival of the slave trade, as criminal. (p. 226) Viewed in Popper’s light, the question of which ideas in the marketplace merit defending by public relations becomes the question of whether public relations should defend criminality or promote intolerance. Unlike in the court of law, criminals are not entitled to defense in the court of public opinion. Under this scenario, and given the win-lose definition of political public relations, the losers would be those organizations, people, and viewpoints for which public relations practitioners refuse to work. And the ultimate winner would be our collective civil society that tolerates a greater diversity of viewpoints or that encourages, as Taylor (2013) explained, “an orientation to others that enables collective action that creates a common good” (p. 122). Credibility or credulity? Examining political organization-public relationships in an election of interloping candidates Kaye Sweetser and Nicholas Browning examine the political success of candidates they define as interlopers or intruders in a space or activity, with the key finding that respondents’ dissatisfaction with their own political party did NOT drive support for interloping candidates in the 2016 U.S. presidential election. Using Kelleher’s (2009) definition of communicated commitment as “communication in which members of an organization work to express their commitment to building and maintaining a relationship” (p. 176), Sweetser and Browning found that communicated commitment was related to higher satisfaction perceived by voters with both their own political party and the opposing party. Furthermore, as the authors note on page 213, “Across the board, individuals appear satisfied with their relationship with the Democratic Party and dissatisfied with their relationship with the Republican Party, regardless of party affiliation.” Studying relationships between a voter and his/her own political party makes sense, from the political party’s strategic standpoint of trying to increase proparty identification or to encourage proparty voting behaviors. Yet, of broader significance for society is studying relationships between a voter and the opposing political party, as election winners in democratic systems are supposed to govern for the good of all regardless of party affiliation, not merely to govern for the good of their own partisan affiliates and interests. This study underscores the complex interplay of relationships (measured as communicated commitment and conversational voice), credibility (including trust), and political information efficacy. What’s not to like? a qualitative study of young women politicians’ self-framing on twitter Politics is gendered (cf. Celis, Kantola, Waylen, & Weldon, 2016); gender is political and politicized (de Beauvoir, 1953/1989). For example, much has been made elsewhere regarding the 2016 US presidential election in which a man with no prior experience in political office won an electoral victory over a woman described as the “most qualified presidential candidate in history” (Reuters, 2016, n.p.). And really, that entire electoral spectacle reminded me that “No one is more arrogant toward women, more aggressive or scornful, than the man who is anxious about his virility” (de Beauvoir, 1953/1989, p. xxxi). But, what about electoral contests in which gender may not be a variable, simply because both candidates are of the same gender? Does gender still matter then? Apparently, yes. In her study of how two women candidates for New Zealand’s parliament used Twitter to promote both their own electoral campaigns and their respective party’s political platforms, Susan Fontaine investigates the gendered dimensions of social media use. Her analysis furthers our conceptual and practical understanding of the equalization theory of social media (see Vergeer, 2015), i.e., the notion that social media platforms have leveled the playing field for diverse groups of political actors. The study’s implication for public relations theory—indeed, for any social science discipline’s theory-building efforts—is that gendered dimensions of scholarship and practice cannot be ignored. Agenda-building role of state-owned media around the world: 2014 hongkong protest case The article by Tianduo Zhang, Ji Young Kim, Tiffany Mohr, Barbara Myslik, Liudmila Khalitova, Guy Golan, and Spiro Kiousis explicitly articulates the conceptual connection between public relations and public diplomacy by connecting public relations scholarship on agenda setting and agenda building to a wider research stream on intermedia agenda-building efforts, which are important for public diplomacy purposes. This study’s findings point to the importance of dyadic government relationships for intermedia agenda-building, and they contradict previous research (e.g., Sheafer, Shenhav, Takens, & van Atteveldt, 2014) regarding the impact of state-level homophily on the three levels of agenda building. This study advances public relations theory by distinguishing conceptually between intermedia agenda building and intermedia agenda setting, by conceptualizing state-owned media as an information subsidy, and by empirically testing the impact on agenda building of variables from international and intercultural relations. The latter include the homophily-related variables of culture, democracy, and press freedom, as well as the relationship-history variables of diplomatic ties and historical militarized dispute. I believe future scholars will appreciate the article’s transparency of method, with detailed information on coding criteria and content analysis procedures. And I hope the study’s focus on state-owned Chinese media helps to reduce the ethnocentrism often found in US-based academic journals, in which the United States is the central lens through which scholarly phenomena are viewed, which is in and of itself a problem of academic politics.",""
"151",2017,"academic_research","academic","Credibility or Credulity? Examining Political Organization-Public Relationships in an Election of Interloping Candidates This national online survey (N = 493) examined the political organization-public relationship (POPR) that voters perceived with their own political party and their opposing political party, as well as voters’ assessment of the credibility of candidates running for president during the primary season of the 2016 election. Results indicated that although credibility assessment of one’s own party’s candidate was much as expected, POPR with the Democratic Party was generally stronger than that with the Republican Party. Data showed no evidence that a poor POPR with one’s own party would drive voters to support interloper candidates. We conclude by reflecting on the importance of POPR with the opposing party and what weak relationships may mean for parties in the long term.","credibility credulity political organizationpublic relationships election interloping candidates national online survey n = political organizationpublic relationship popr voters perceived political party opposing political party voters assessment credibility candidates running president primary season election indicated credibility assessment s partys candidate much expected popr democratic party generally stronger republican party data evidence poor popr s party drive voters support interloper candidates conclude reflecting importance popr opposing party weak relationships mean parties long term"
"152",2017,"academic_research","academic","What’s not to Like?: A Qualitative Study of Young Women Politicians’ Self-Framing on Twitter Twitter provides women politicians with a platform for practising political public relations and the opportunity to circumvent traditional barriers to their visibility. To explore how young women use Twitter to frame themselves during election campaigns, this study undertook a thematic analysis of tweets sent by politicians Nikki Kaye and Jacinda Ardern during New Zealand’s 2014 general election campaign. A likability frame dominated their messaging, supported by subsidiary frames of the busy local MP and the relational politician. Choices of interpersonal and intimized situations showcased these attributes. Although the messaging was arguably effective, there are longer-term consequences for women with respect to the likability/competence double bind. Further and systematic incorporation of gender into the field of political public relations would strengthen this emerging discipline and add value to existing research around women’s electoral viability.","s like qualitative young women politicians selfframing twitter twitter women politicians platform practising political opportunity circumvent traditional barriers visibility young women use twitter frame election campaigns undertook thematic tweets sent politicians nikki kaye jacinda ardern new zealands general election campaign likability frame dominated messaging supported subsidiary frames busy local mp relational politician choices interpersonal intimized situations showcased attributes messaging arguably effective longerterm consequences women respect likabilitycompetence double bind systematic incorporation gender field political strengthen emerging discipline add value existing around womens electoral viability"
"153",2017,"academic_research","academic","Agenda-Building role of state-owned media around the world: 2014 Hong Kong protest case This study aimed to advance theoretical and practical knowledge of political public relations and mediated public diplomacy through analyzing the agenda-building relationships between state-owned media and foreign news coverage in 16 countries during the 2014 Hong Kong protest. The results indicated significant correlations of issues and stakeholders between the Chinese state-owned media and the English language media outlets of 16 foreign countries, thereby supporting the international agenda-building role of Chinese state-owned media. An exploratory analysis was conducted to test the role of intercultural or international relations variables in the agenda-building process.","agendabuilding role stateowned media around world hong kong protest case aimed advance practical knowledge political mediated public diplomacy analyzing agendabuilding relationships stateowned media foreign news coverage countries hong kong protest indicated correlations issues stakeholders chinese stateowned media english language media outlets foreign countries thereby supporting international agendabuilding role chinese stateowned media exploratory conducted test role intercultural international relations variables agendabuilding process"
