Year,Issue,Author,Title,Abstract,source,text
2011,3,"Ali Al-Kandari, T. Kenn Gaither","Arabs, the west and public relations: A critical/cultural study of Arab cultural values","Using a critical/cultural perspective to examine Arab culture, this study tests the cultural-economic model of international public relations to identify cultural value orientations that influence Arab culture. These orientations include commitment to religion, devotion to the group, resistance to change/attachment to history and recognition of hierarchal order. Based on an initial review of these orientations, the study identifies guiding principles exhorting practitioners to carefully consider the nature, function and purpose of public relations practice in the Arab world and the relationship among cultural value orientations. The study concludes with useful implications and guidelines sensitive to Arab culture for public relations professionals and scholars.",academic_review,"Arabs, the west and public relations: A critical/cultural study of Arab cultural valuesUsing a critical/cultural perspective to examine Arab culture, this study tests the cultural-economic model of international public relations to identify cultural value orientations that influence Arab culture. These orientations include commitment to religion, devotion to the group, resistance to change/attachment to history and recognition of hierarchal order. Based on an initial review of these orientations, the study identifies guiding principles exhorting practitioners to carefully consider the nature, function and purpose of public relations practice in the Arab world and the relationship among cultural value orientations. The study concludes with useful implications and guidelines sensitive to Arab culture for public relations professionals and scholars."
2011,3,"Anna Oksiutycz, Malory Pambault Enombo",Public relations practice in private sector companies in Gabon,"This article examines the practice of public relations in private sector companies in Gabon. Face-to-face, semi-structured interviews were conducted with the public relations practitioners employed in 15 companies chosen from the register of the companies at the Trade Ministry of Gabon. The interviews explored themes such as position of communication departments and communication practitioners in an organisation use of research, communication practitioners’ relationship with top management, gender and education of practitioners, effect of globalisation on communication practice in Gabon as well as the description of typical activities of communication practitioners. The study revealed the public relations is a developing profession in Gabon and that public relations practice in the surveyed companies displays attributes common to PR in other countries as well as some distinctive qualities shaped by the context of Gabonese history, society and culture.",academic_review,"Public relations practice in private sector companies in GabonThis article examines the practice of public relations in private sector companies in Gabon. Face-to-face, semi-structured interviews were conducted with the public relations practitioners employed in 15 companies chosen from the register of the companies at the Trade Ministry of Gabon. The interviews explored themes such as position of communication departments and communication practitioners in an organisation use of research, communication practitioners’ relationship with top management, gender and education of practitioners, effect of globalisation on communication practice in Gabon as well as the description of typical activities of communication practitioners. The study revealed the public relations is a developing profession in Gabon and that public relations practice in the surveyed companies displays attributes common to PR in other countries as well as some distinctive qualities shaped by the context of Gabonese history, society and culture."
2011,3,"Tamara Aertsen, Dave Gelders",Differences between the public and private communication of rumors. A pilot survey in Belgium,"Liu et al. (2010) and Gelders et al. (2007) called for evidence-based research on differences between public and private sector communication. This article offers such data by focusing on an increasingly important domain of public relations (i.e., corporate communication about rumors vis-à-vis internal and external stakeholders). Our results show government communicators are more frequently confronted with harmful rumors than business communicators but a similar number of respondents from each group have experienced the listed effects and these respondents rate the effects as equally severe. However, fewer public sector communicators have applied most of the proposed strategies, and those who did found them to be in most cases less effective than private sector respondents. In other words, government communicators hear more rumors, experience equally often the negative effects and find them equally severe as business communicators, but they often do not react to them and if they do, they do not find the strategies to be very effective. This study suggests that typical features of public sector organizations, such as the capricious political climate and the influence of party politics, might offer an explanation for these findings.",academic_review,"Differences between the public and private communication of rumors. A pilot survey in BelgiumLiu et al. (2010) and Gelders et al. (2007) called for evidence-based research on differences between public and private sector communication. This article offers such data by focusing on an increasingly important domain of public relations (i.e., corporate communication about rumors vis-à-vis internal and external stakeholders). Our results show government communicators are more frequently confronted with harmful rumors than business communicators but a similar number of respondents from each group have experienced the listed effects and these respondents rate the effects as equally severe. However, fewer public sector communicators have applied most of the proposed strategies, and those who did found them to be in most cases less effective than private sector respondents. In other words, government communicators hear more rumors, experience equally often the negative effects and find them equally severe as business communicators, but they often do not react to them and if they do, they do not find the strategies to be very effective. This study suggests that typical features of public sector organizations, such as the capricious political climate and the influence of party politics, might offer an explanation for these findings."
2011,3,César García,Sex scandals: A cross-cultural analysis of image repair strategies in the cases of Bill Clinton and Silvio Berlusconi,"The former President of the United States, Bill Clinton, and the current Prime Minister of Italy, Silvio Berlusconi, do not have many things in common save one: both have been involved in highly publicized sex-related scandals during their respective mandates. And yet in both cases, from the beginning, each safeguarded his position and managed to keep a significant percentage of the public opinion on his side. This paper argues that although the image restoration strategies of Berlusconi and Clinton were substantially different in content and form, they were both appropiate in their cultural contexts. A cross-cultural examination of the cultural dynamics of these two distinct nations shows that the effectiveness of image restoration strategies can vary greatly according to cultural, political and media variables of each country.",academic_review,"Sex scandals: A cross-cultural analysis of image repair strategies in the cases of Bill Clinton and Silvio BerlusconiThe former President of the United States, Bill Clinton, and the current Prime Minister of Italy, Silvio Berlusconi, do not have many things in common save one: both have been involved in highly publicized sex-related scandals during their respective mandates. And yet in both cases, from the beginning, each safeguarded his position and managed to keep a significant percentage of the public opinion on his side. This paper argues that although the image restoration strategies of Berlusconi and Clinton were substantially different in content and form, they were both appropiate in their cultural contexts. A cross-cultural examination of the cultural dynamics of these two distinct nations shows that the effectiveness of image restoration strategies can vary greatly according to cultural, political and media variables of each country."
2011,3,"Yi-Hui Christine Huang, Linda M. Hagan",The role of market-oriented relations in public relations: The differing perspectives of managers and practitioners in the U.S. and Taiwan,"This study explored the role of market-oriented public relations. The study involved two surveys; one explored the perspectives of business managers and another of the perspectives of public relations practitioners, and compared their views concerning market-oriented and non-market-oriented relations. While business managers and public relations practitioners of non-market-oriented relations valued the contribution of market-oriented public relations to organizational effectiveness in terms of revenue generation and cost reduction, practitioners of market-oriented public relations ascribed their contribution to organizational effectiveness in terms of media publicity and exposure. This paper concludes with a discussion of practical applications and theoretical implications.",academic_review,"The role of market-oriented relations in public relations: The differing perspectives of managers and practitioners in the U.S. and TaiwanThis study explored the role of market-oriented public relations. The study involved two surveys; one explored the perspectives of business managers and another of the perspectives of public relations practitioners, and compared their views concerning market-oriented and non-market-oriented relations. While business managers and public relations practitioners of non-market-oriented relations valued the contribution of market-oriented public relations to organizational effectiveness in terms of revenue generation and cost reduction, practitioners of market-oriented public relations ascribed their contribution to organizational effectiveness in terms of media publicity and exposure. This paper concludes with a discussion of practical applications and theoretical implications."
2011,3,"Seong-Hun Yun, Heesang Yoon",Are ‘journalists’ own problems’ aggravating their hostility toward public relations?—A study of Korean journalists,"Journalists’ own job problems have been found to be detrimental to media recognition of public relations: journalists vent frustration from their worsening job conditions at public relations practitioners. This outlook of occupational psyche casts a shadow over the bright prospect for media recognition of the profession. Journalists’ problems operate outside media relations, thus beyond direct attempts of public relations practitioners at media recognition via enhancing professionalism in their practices. There have been, however, only a few qualitative studies on this significant issue, all pointing to journalists’ occupational psyche running against media recognition. The purpose of this study is to determine quantitatively whether journalists’ own job satisfaction and their envy of public relations practitioners lead to their negative attitude. A survey of 128 Korean off-line journalists was conducted, and its results suggested that occupational psyche has little influence on media attitude—contrary to the findings of previous qualitative studies. For future study, this paper issues a call for cross-country, comparative research on the subject of journalists’ occupational psyche.",academic_review,"Are ‘journalists’ own problems’ aggravating their hostility toward public relations?—A study of Korean journalistsJournalists’ own job problems have been found to be detrimental to media recognition of public relations: journalists vent frustration from their worsening job conditions at public relations practitioners. This outlook of occupational psyche casts a shadow over the bright prospect for media recognition of the profession. Journalists’ problems operate outside media relations, thus beyond direct attempts of public relations practitioners at media recognition via enhancing professionalism in their practices. There have been, however, only a few qualitative studies on this significant issue, all pointing to journalists’ occupational psyche running against media recognition. The purpose of this study is to determine quantitatively whether journalists’ own job satisfaction and their envy of public relations practitioners lead to their negative attitude. A survey of 128 Korean off-line journalists was conducted, and its results suggested that occupational psyche has little influence on media attitude—contrary to the findings of previous qualitative studies. For future study, this paper issues a call for cross-country, comparative research on the subject of journalists’ occupational psyche."
2011,3,Tom Watson,An initial investigation on the use of ‘Return on Investment” in public relations practice,"‘Return on Investment’ (ROI) is usually defined in management and marketing literature as a measure of financial effectiveness that is concerned with the returns on capital employed in business (profit-making) activities. In public relations practice, however, ROI appears to be used in a much looser form to indicate the results of activity. This quantitative research using an online survey instrument investigated practitioner understanding of the term, primarily in the UK, with the aim of preparing a benchmark on their understanding of the ROI concept and usage of ROI as a measurement of the effectiveness of public relations activity. These findings resulted: (1) two-thirds of PR practitioners regularly use the term ROI when planning and evaluating communication activity; (2) ROI is related mainly to communication objectives (66.7%) which are more widely used than financially related ROIs (12.8%); (3) there is a clear difference in ROI practices between consultants/freelances and in-house colleagues. Nearly three-quarters of consultants and freelances (73.1%) offered an ROI formula to clients but only 26.3% of in-house practitioners have one; and (4) on the oft-discussed question of an industry-wide ROI formula, only 35.6% supported the proposition with 64.4% opposed. The survey also found that practitioner concepts of ROI are very narrowly expressed, mainly in relation to media outputs.",academic_review,"An initial investigation on the use of ‘Return on Investment” in public relations practice‘Return on Investment’ (ROI) is usually defined in management and marketing literature as a measure of financial effectiveness that is concerned with the returns on capital employed in business (profit-making) activities. In public relations practice, however, ROI appears to be used in a much looser form to indicate the results of activity. This quantitative research using an online survey instrument investigated practitioner understanding of the term, primarily in the UK, with the aim of preparing a benchmark on their understanding of the ROI concept and usage of ROI as a measurement of the effectiveness of public relations activity. These findings resulted: (1) two-thirds of PR practitioners regularly use the term ROI when planning and evaluating communication activity; (2) ROI is related mainly to communication objectives (66.7%) which are more widely used than financially related ROIs (12.8%); (3) there is a clear difference in ROI practices between consultants/freelances and in-house colleagues. Nearly three-quarters of consultants and freelances (73.1%) offered an ROI formula to clients but only 26.3% of in-house practitioners have one; and (4) on the oft-discussed question of an industry-wide ROI formula, only 35.6% supported the proposition with 64.4% opposed. The survey also found that practitioner concepts of ROI are very narrowly expressed, mainly in relation to media outputs."
2011,3,Cornelius B. Pratt,China's tobacco industry's communication practices: Paradoxes and proposals for public policymaking,"The People's Republic of China's expanding tobacco-control efforts call for additional, urgent government action on two major fronts: (a) conducting comprehensive health-communication campaigns on the clinical and economic effects of tobacco use; and (b) requiring major policy changes in the (structural and administrative) relationships between the State Tobacco Monopoly Administration (STMA) and the industry at large, that is, primarily, the China National Tobacco Company (CNTC). China's signing (in 2003) and ratifying (in 2005) the World Health Organization Framework Convention on Tobacco Control (WHO FCTC) place it in a position to adopt some of the anti-smoking measures common in some developed nations. Even though the country's tobacco industry acknowledges publicly health concerns over its products, it engages in communication practices that are paradoxical, in that they circumvent public-health initiatives and the expanding regulatory regimes of product-risk reduction even as the government promotes tobacco use. That paradox calls for three public-policymaking proposals: to conduct more comprehensive, nationwide health-communication campaigns; to use legislation to reduce tobacco use; and to restructure the tobacco industry.",academic_review,"China's tobacco industry's communication practices: Paradoxes and proposals for public policymakingThe People's Republic of China's expanding tobacco-control efforts call for additional, urgent government action on two major fronts: (a) conducting comprehensive health-communication campaigns on the clinical and economic effects of tobacco use; and (b) requiring major policy changes in the (structural and administrative) relationships between the State Tobacco Monopoly Administration (STMA) and the industry at large, that is, primarily, the China National Tobacco Company (CNTC). China's signing (in 2003) and ratifying (in 2005) the World Health Organization Framework Convention on Tobacco Control (WHO FCTC) place it in a position to adopt some of the anti-smoking measures common in some developed nations. Even though the country's tobacco industry acknowledges publicly health concerns over its products, it engages in communication practices that are paradoxical, in that they circumvent public-health initiatives and the expanding regulatory regimes of product-risk reduction even as the government promotes tobacco use. That paradox calls for three public-policymaking proposals: to conduct more comprehensive, nationwide health-communication campaigns; to use legislation to reduce tobacco use; and to restructure the tobacco industry."
2011,3,"Richard D. Waters, Jia Y. Jamal","Tweet, tweet, tweet: A content analysis of nonprofit organizations’ Twitter updates","Many of the relationship cultivation strategies and the dialogic principles assume symmetrical communication is taking place. However, significant amounts of information are shared in a one-way manner. Although they have fallen out of favor with many academics, the four models of public relations can provide significant insights into how organizations communicate. Using the models as the guiding framework, this brief study examines how nonprofit organizations from the Philanthropy 200 communicate on Twitter. The findings reveal that the organizations are more likely to use one-way models despite the potential for dialogue and community building on the social networking site.",academic_review,"Tweet, tweet, tweet: A content analysis of nonprofit organizations’ Twitter updatesMany of the relationship cultivation strategies and the dialogic principles assume symmetrical communication is taking place. However, significant amounts of information are shared in a one-way manner. Although they have fallen out of favor with many academics, the four models of public relations can provide significant insights into how organizations communicate. Using the models as the guiding framework, this brief study examines how nonprofit organizations from the Philanthropy 200 communicate on Twitter. The findings reveal that the organizations are more likely to use one-way models despite the potential for dialogue and community building on the social networking site."
2011,3,"Marcia W. DiStaso, Tina McCorkindale, Donald K. Wright",How public relations executives perceive and measure the impact of social media in their organizations,"Decisions about social media in organizations are not made lightly. Corporate executives are faced with an ever changing and in many cases, uncontrollable opportunity with social media. This study provides insights obtained from 25 interviews with communication and public relations executives to identify their opinions about what drives social media in organizations, what challenges they face, and what questions they have about social media and its measurement.",academic_review,"How public relations executives perceive and measure the impact of social media in their organizationsDecisions about social media in organizations are not made lightly. Corporate executives are faced with an ever changing and in many cases, uncontrollable opportunity with social media. This study provides insights obtained from 25 interviews with communication and public relations executives to identify their opinions about what drives social media in organizations, what challenges they face, and what questions they have about social media and its measurement."
2011,3,"Timothy E. Bajkiewicz, Jeffrey J. Kraus, Soo Yeon Hong",The impact of newsroom changes and the rise of social media on the practice of media relations,"Recent changes in American media have resulted in direct impacts on the work of PR professionals, from newsroom reductions in traditional media outlets to the rise of social media. This study examines changes in the media relations dynamic with qualitative, in-depth interviews from 12 PR professionals in a medium, eastern U.S. city. Findings include PR professionals doing less traditional media relations, mostly attributable to downsized newsrooms, and frustration with the resulting dearth of institutional knowledge, influx of young, inexperienced reporters, and shallow stories. While participants see opportunities to inject unfiltered messages in media, overall they value reporter relationships and using social media in communication with them and in their job. Although new media are seen as one more task on an already very full PR plate, participants acknowledge their importance and growing relevance. Overall, PR professionals see their and the industry's future including both traditional and new media.",academic_review,"The impact of newsroom changes and the rise of social media on the practice of media relationsRecent changes in American media have resulted in direct impacts on the work of PR professionals, from newsroom reductions in traditional media outlets to the rise of social media. This study examines changes in the media relations dynamic with qualitative, in-depth interviews from 12 PR professionals in a medium, eastern U.S. city. Findings include PR professionals doing less traditional media relations, mostly attributable to downsized newsrooms, and frustration with the resulting dearth of institutional knowledge, influx of young, inexperienced reporters, and shallow stories. While participants see opportunities to inject unfiltered messages in media, overall they value reporter relationships and using social media in communication with them and in their job. Although new media are seen as one more task on an already very full PR plate, participants acknowledge their importance and growing relevance. Overall, PR professionals see their and the industry's future including both traditional and new media."
2011,3,"Milan Nikolić, Mirko Savić, Dragan Ćoćkalo, Vesna Spasojević Brkić, Dragica Ivin",The impact of Serbian public relations on economic indices,This study presents the research results whose aim was to examine and define dependences and the impact of public relations on business effects (economic indices are taken as representatives of business effects). Serbian companies were the object of this research. The data were collected by polling 100 managers from 100 companies. Multivariate regression and correlation were applied in order to determine the observed dependences. The research results confirm the existence of a significant direct relation between public relations and economic indices.,academic_review,The impact of Serbian public relations on economic indicesThis study presents the research results whose aim was to examine and define dependences and the impact of public relations on business effects (economic indices are taken as representatives of business effects). Serbian companies were the object of this research. The data were collected by polling 100 managers from 100 companies. Multivariate regression and correlation were applied in order to determine the observed dependences. The research results confirm the existence of a significant direct relation between public relations and economic indices.
2011,4,"Shelley Wigley, Maria Fontenot",The Giffords shootings in Tucson: Exploring citizen-generated versus news media content in crisis management,"This study expands on previously published research into the role citizen generated content plays in the coverage of crisis situations and discusses implications for public relations practitioners who must respond to this type of coverage. Using a content analysis of newspapers and the websites of cable and broadcast news networks, the authors explored the use of both official versus non-official sources and the use of citizen generated content during coverage of the January 2011 shootings in Tucson that injured Rep. Gabrielle Giffords (D-Ariz.) and 12 others, and killed six people. Results revealed reporters were more likely to use non-official sources. Reporters also were more likely to use non-official technology sources, or citizen generated content, than official technology sources such as web-based news releases and statements. This study finds additional support for the concept that crisis managers must learn to deal with reporters’ use of citizen generated content while also leveraging social media to control their organization's message during a crisis.",academic_review,"The Giffords shootings in Tucson: Exploring citizen-generated versus news media content in crisis managementThis study expands on previously published research into the role citizen generated content plays in the coverage of crisis situations and discusses implications for public relations practitioners who must respond to this type of coverage. Using a content analysis of newspapers and the websites of cable and broadcast news networks, the authors explored the use of both official versus non-official sources and the use of citizen generated content during coverage of the January 2011 shootings in Tucson that injured Rep. Gabrielle Giffords (D-Ariz.) and 12 others, and killed six people. Results revealed reporters were more likely to use non-official sources. Reporters also were more likely to use non-official technology sources, or citizen generated content, than official technology sources such as web-based news releases and statements. This study finds additional support for the concept that crisis managers must learn to deal with reporters’ use of citizen generated content while also leveraging social media to control their organization's message during a crisis."
2011,4,"Brooke Fisher Liu, Lucinda Austin, Yan Jin",How publics respond to crisis communication strategies: The interplay of information form and source,"Through an experiment with 162 college students this study empirically evaluates an emerging communication model: the social-mediated crisis communication model (SMCC). As part of a series of studies testing the SMCC model, this study focuses on two of the SMCC model's components: the effects of crisis information form (traditional media, social media, and word-of-mouth) and source (third party and organization) on publics’ acceptance of crisis response strategies and publics’ crisis emotions. The findings clearly indicate the importance of strategically matching crisis information form and source when organizations respond to crises. In addition, the selection of crisis information form and source affects publics’ attribution independent and dependent emotions.",academic_review,"How publics respond to crisis communication strategies: The interplay of information form and sourceThrough an experiment with 162 college students this study empirically evaluates an emerging communication model: the social-mediated crisis communication model (SMCC). As part of a series of studies testing the SMCC model, this study focuses on two of the SMCC model's components: the effects of crisis information form (traditional media, social media, and word-of-mouth) and source (third party and organization) on publics’ acceptance of crisis response strategies and publics’ crisis emotions. The findings clearly indicate the importance of strategically matching crisis information form and source when organizations respond to crises. In addition, the selection of crisis information form and source affects publics’ attribution independent and dependent emotions."
2011,4,"Sverre Kjetil Rød, Carl Botan, Are Holen",Communicating risk to parents and those living in areas with a disaster history,"This study explored how publics respond to risk communication in high probability but time-indeterminate natural disaster situations when parts of the area have been involved in a similar disaster before. An impending rockslide is expected to produce a tsunami in the fjord around Åknes in Norway. Waves may run up above sea level as high as 82 m or 269 ft. All residents (18 and older) of the four most threatened communities received a questionnaire to determine what they perceived to be useful risk information. Three hundred and eighty-two (43.6% of 875) responded. Results indicated that parents of children living within the tsunami risk zones perceived the risk information to be the most useful. Those who lived in communities that experienced a similar disaster in 1934 reported public meetings less useful than written or mediated information. Publics who lived in communities with such disaster history and those who were not parents posed special challenges in risk communication because they perceived information from the government agencies as lacking in usefulness. Therefore, committing the resources necessary to foster dialogues with a diversity of publics exposed to risk would be well served to fully understand the nature of risk communication responses, and to be able to save human lives.",academic_review,"Communicating risk to parents and those living in areas with a disaster historyThis study explored how publics respond to risk communication in high probability but time-indeterminate natural disaster situations when parts of the area have been involved in a similar disaster before. An impending rockslide is expected to produce a tsunami in the fjord around Åknes in Norway. Waves may run up above sea level as high as 82 m or 269 ft. All residents (18 and older) of the four most threatened communities received a questionnaire to determine what they perceived to be useful risk information. Three hundred and eighty-two (43.6% of 875) responded. Results indicated that parents of children living within the tsunami risk zones perceived the risk information to be the most useful. Those who lived in communities that experienced a similar disaster in 1934 reported public meetings less useful than written or mediated information. Publics who lived in communities with such disaster history and those who were not parents posed special challenges in risk communication because they perceived information from the government agencies as lacking in usefulness. Therefore, committing the resources necessary to foster dialogues with a diversity of publics exposed to risk would be well served to fully understand the nature of risk communication responses, and to be able to save human lives."
2011,4,"Chiara Valentini, Stefania Romenti","The press and Alitalia's 2008 crisis: Issues, tones, and frames","Given that public opinion about a company's performance during a crisis is highly influenced by the way news media cover crisis events, studies that look at news media's choice of crisis issues, tones and frames are extremely valuable. This paper presents the main findings of a study on how the Italian and international press framed the Italian national airline Alitalia and its crisis in 2008 before its privatization. This study is based on content analysis of news articles published in 2008 in two Italian and two international newspapers. Comparisons of crisis issues, tones and frames between the Italian and international press are made. Implications and recommendations for crisis managers are discussed as well as directions for further research.",academic_review,"The press and Alitalia's 2008 crisis: Issues, tones, and framesGiven that public opinion about a company's performance during a crisis is highly influenced by the way news media cover crisis events, studies that look at news media's choice of crisis issues, tones and frames are extremely valuable. This paper presents the main findings of a study on how the Italian and international press framed the Italian national airline Alitalia and its crisis in 2008 before its privatization. This study is based on content analysis of news articles published in 2008 in two Italian and two international newspapers. Comparisons of crisis issues, tones and frames between the Italian and international press are made. Implications and recommendations for crisis managers are discussed as well as directions for further research."
2011,4,Kristina Drumheller,Responding to crisis representations on film: W.R. Grace goes beyond A Civil Action,"Films represent modern day muckraking, telling stories of true corporate misdeeds. This study compares the reactive image reparation efforts of W.R. Grace in addressing alleged well water contamination at the time of the allegations and the proactive efforts after the release of A Civil Action detailing the civil case. The public relations efforts of W.R. Grace as the movie premiered are analyzed and the lessons organizations can learn from their efforts are presented.",academic_review,"Responding to crisis representations on film: W.R. Grace goes beyond A Civil ActionFilms represent modern day muckraking, telling stories of true corporate misdeeds. This study compares the reactive image reparation efforts of W.R. Grace in addressing alleged well water contamination at the time of the allegations and the proactive efforts after the release of A Civil Action detailing the civil case. The public relations efforts of W.R. Grace as the movie premiered are analyzed and the lessons organizations can learn from their efforts are presented."
2011,4,Tulika M. Varma,Crisis communication in higher education: The use of “negotiation” as a strategy to manage crisis,"This case study examined the crisis response strategies of Louisiana State University after its women's head basketball coach resigned amid charges of inappropriate conduct with former basketball players. This case study draws on relationship management and negotiation as the theoretical lens to examine the efforts of the University in managing relationships and restoring its image. Data for this study was collected through opened-ended questionnaires from students, faculty, and staff at the University. The findings from this study indicate that the good reputation of the University was responsible for the positive evaluation of the crisis management. In addition, results from this study suggest that “negotiation” can play an important role in managing a crisis when the conflicting parties are not willing to participate in a dialogue.",academic_review,"Crisis communication in higher education: The use of “negotiation” as a strategy to manage crisisThis case study examined the crisis response strategies of Louisiana State University after its women's head basketball coach resigned amid charges of inappropriate conduct with former basketball players. This case study draws on relationship management and negotiation as the theoretical lens to examine the efforts of the University in managing relationships and restoring its image. Data for this study was collected through opened-ended questionnaires from students, faculty, and staff at the University. The findings from this study indicate that the good reputation of the University was responsible for the positive evaluation of the crisis management. In addition, results from this study suggest that “negotiation” can play an important role in managing a crisis when the conflicting parties are not willing to participate in a dialogue."
2011,4,Michèle Schoenberger-Orgad,NATO's strategic communication as international public relations: The PR practitioner and the challenge of culture in the case of Kosovo,"The role of supranational organizations is changing as they are becoming more involved in, responding to, and finding solutions for, many different events occurring in our world. This article discusses one such organization, the North Atlantic Treaty Organization (NATO) and its public relations strategies during its military campaign in Kosovo in 1999. The circuit of culture model provides the basis for a discussion of the public relations practitioner as cultural intermediary, and aligns the model with the method of critical discourse analysis to examine the public relations strategies used by NATO during this campaign. The article contends that the charismatic skill of the NATO spokesperson played an important role in establishing the organization as a humanitarian military powerhouse through discursive positioning of the organization acting in the interests of the international community. By doing so and, at the same time, NATO legitimized its own continuation as a viable supranational organization for the 21st century.",academic_review,"NATO's strategic communication as international public relations: The PR practitioner and the challenge of culture in the case of KosovoThe role of supranational organizations is changing as they are becoming more involved in, responding to, and finding solutions for, many different events occurring in our world. This article discusses one such organization, the North Atlantic Treaty Organization (NATO) and its public relations strategies during its military campaign in Kosovo in 1999. The circuit of culture model provides the basis for a discussion of the public relations practitioner as cultural intermediary, and aligns the model with the method of critical discourse analysis to examine the public relations strategies used by NATO during this campaign. The article contends that the charismatic skill of the NATO spokesperson played an important role in establishing the organization as a humanitarian military powerhouse through discursive positioning of the organization acting in the interests of the international community. By doing so and, at the same time, NATO legitimized its own continuation as a viable supranational organization for the 21st century."
2011,4,"Claudia Mellado, Folker Hanusch","Comparing professional identities, attitudes, and views in public communication: A study of Chilean journalists and public relations practitioners","Public relations (PR) practitioners’ and journalists’ professional views and attitudes toward each other have been a subject of academic inquiry during the past decades; however, much of this research has focused on Europe and North America. In other regions of the world, for example in Latin America, historical developments and social understandings have led to slightly different conceptualizations of PR and journalism. Using Chile as a case study, this paper reports the results of an examination of Chilean journalists’ and PR practitioners’ professional conceptions. While both groups tend to have somewhat similar views of media relations and see themselves as part of the same profession, there are also important differences which are most likely based on professional socialization processes rather than educational backgrounds or sociodemographic and work related variables. Implications for contextually grounded approaches to the study of PR and journalism are highlighted.",academic_review,"Comparing professional identities, attitudes, and views in public communication: A study of Chilean journalists and public relations practitionersPublic relations (PR) practitioners’ and journalists’ professional views and attitudes toward each other have been a subject of academic inquiry during the past decades; however, much of this research has focused on Europe and North America. In other regions of the world, for example in Latin America, historical developments and social understandings have led to slightly different conceptualizations of PR and journalism. Using Chile as a case study, this paper reports the results of an examination of Chilean journalists’ and PR practitioners’ professional conceptions. While both groups tend to have somewhat similar views of media relations and see themselves as part of the same profession, there are also important differences which are most likely based on professional socialization processes rather than educational backgrounds or sociodemographic and work related variables. Implications for contextually grounded approaches to the study of PR and journalism are highlighted."
2011,4,Rahul Mitra,Framing the corporate responsibility-reputation linkage: The case of Tata Motors in India,"This study, focusing on the emerging economy context of one of India's largest automotive companies, Tata Motors, analyzes the thematic framing of corporate social responsibility (CSR) and corporate reputation. Five CSR frames are shown: institutionalization, community development, modernization, mainstreaming, and nation-building. Reputation is framed via: heritage, nationbuilding, technological advancement, global footprint, and responsibility. The findings suggest how firms may better align their CSR efforts with regular business, and their larger public relations campaigns with wider social perceptions of their responsibilities.",academic_review,"Framing the corporate responsibility-reputation linkage: The case of Tata Motors in IndiaThis study, focusing on the emerging economy context of one of India's largest automotive companies, Tata Motors, analyzes the thematic framing of corporate social responsibility (CSR) and corporate reputation. Five CSR frames are shown: institutionalization, community development, modernization, mainstreaming, and nation-building. Reputation is framed via: heritage, nationbuilding, technological advancement, global footprint, and responsibility. The findings suggest how firms may better align their CSR efforts with regular business, and their larger public relations campaigns with wider social perceptions of their responsibilities."
2011,4,Samsup Jo,Advertising as payment: Information transactions in the South Korean newspaper market,"The present study attempts to examine how market-driven journalism and a decrease in newspaper readership have affected information subsidy patterns between public relations practitioners and journalists in South Korea. Findings suggest that newspaper journalists have become dependent on information subsidies more than ever before, especially advertising as a payment, which play a significant role in the negotiation of favorable relationships between sources and newspapers. Thus, the study suggests that under the economic constraints that the newspaper industry faces, advertisement as a payment seem to be more influential than the more conventional information subsidies.",academic_review,"Advertising as payment: Information transactions in the South Korean newspaper marketThe present study attempts to examine how market-driven journalism and a decrease in newspaper readership have affected information subsidy patterns between public relations practitioners and journalists in South Korea. Findings suggest that newspaper journalists have become dependent on information subsidies more than ever before, especially advertising as a payment, which play a significant role in the negotiation of favorable relationships between sources and newspapers. Thus, the study suggests that under the economic constraints that the newspaper industry faces, advertisement as a payment seem to be more influential than the more conventional information subsidies."
